url,name,price,rating,reviewCount,description,asin,manufacturer
https://www.amazon.in/FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNSYSJ/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&sprefix=ba%2Caps%2C283&sr=8-61,"FATMUG Men's and Women's Foldable Polyester Duffel Luggage Bag for Travel, Packing and Storage (60 L, Navy)",₹999,4.3,831,"FATMUG FOLDABLE DUFFEL 60L FATMUG Foldable Duffel Bag 60L At Fatmug Designs, our prime focus is quality and convenience. Crafted with the water repellent diamond polyester fabric and sturdy hardware, FATMUG Foldable Duffel Bag 60L is a practical and multi-functional bag. This would be your go to companion for travelling as a weekender bag, spacious travel bag, emergency storage bag, overnight bag, camping Duffle, Airplane cabin luggage, carry-on luggage and much more. The foldable quality makes it extremely easy to carry to be your ideal secondary storage as and when needed. Steps to Fold Step 1 Lay your Fatmug Duffel Bag on a flat surface, with the front side facing down. Leave a slight opening on the main zipper and push out any excess air that may be inside the duffel bag. Step 2 Fold excess fabric towards the middle of the bag. Make sure that both the shoulder and handle straps are put inside in the middle of the bag, and are not flapping outside. Step 3 Fold the duffel bag from left to right, while ensuring all excess fabric and the handle stay inside the middle of the duffel bag. Step 4 Begin to zip up the duffel into its own self-containing pouch. Please zip it up slowly, so you will not accidently snag any loose fabric. It is recommended to use one hand to zip the pouch and the other hand to push any loose fabric into the bag that may possibly snag on the zipper. Read more Multiple features to ensure great comfort -------------------------------------------------------------------- Fold it when you don't need it to save space Easily folds to attain a 11 inch X 11 inch dimension to help you carry as a possible secondary storage as and when required Multiple pockets to ensure utmost comfort -------------------------------------------------------------------- Separate Shoes Compartment Neatly stitched and thoughtfully designed shoes compartment to keep your main compartment clean and germs free while travelling Multiple pockets to ensure utmost comfort -------------------------------------------------------------------- Neatly Designed Travel Sleeve Attaches nicely to your luggage suitcase and gives your shoulders the much needed break when you are heavily packed Multiple pockets to ensure utmost comfort -------------------------------------------------------------------- External Quick Access Pockets Keep your frequently needed items in the neatly designed and user friendly external zippers to avoid hassle of finding things in the main compartment Folded View Neatly designed Shoe Pocket Luggage sleeve External Pockets Features of FATMUG Foldable Duffel Bag 60L Smooth and Quality Zippers Smooth durable zippers allow easy access to inside things without getting stuck and are built to last a lifetime Adjustable Sling With sling, one length suits all is never the case. Adjust your sling as per your need and comfort Side Carry Handles Multiple carrying options as per need and depending on the weight of the bag to ensure carrying comfort Light Weight Nylon Fabric Ultra durable lightweight diamond nylon of supreme quality to ensure robustness and long life of the product Read more Multipurpose Outdoor Camps The Fabric of the bag has water and wind-resisting properties as well as prevents accumulation of dirt between fibers making it ideal for outdoor camps Overnight Stay Why take a chance by packing light. This spacious Travel Duffel allows you to keep everything you might need for your overnight trips Emergency/Last Minute Storage Bag Size when folded: 11"" x 11"" (28 x 28 cm). It easily fits inside small bags or the car’s glove compartment. Simply unfold to instantly have an extra bag when you need it Read more FATMUG Foldable Duffel 60 Litres FATMUG Foldable Duffel 45 Litres FATMUG DT Transporter FATMUG Packing Cubes Set of 8 FATMUG Foldable Bagpack Capacity 60 Litres 45 Litres 40-47 Litres Large:14.5L | Medium:8.7L | Small:4.4L | Slim:3.4L 25 Litres Dimensions Unfolded: 57x35.5x28 cm | Folded: 28x28x2.5 cm Unfolded: 53.3x30.4x24 cm | Folded: 24x24x2.5 cm Normal:54.5x24x29 cm | Expanded:62x24x29 cm Large : 49x37x8 cm | Medium : 39x28x8 cm | Small : 29x19x8 cm | Slim : 38x13x7 cm Unfolded: 43x29x15 cm | Folded: 23x18x2.5 cm Weight 630 Grams 580 Grams 950 Grams 990 Grams 270 Grams No. of Compartments/Pockets 1 Main Compartment, Shoe Pocket, Trolley Sleeve, 3 External Pockets, 1 Internal Pocket 1 Main Compartment, Shoe Pocket, Trolley Sleeve, 3 External Pockets,1 Internal Pocket 1 Main Compartment, 2 Side Compartments, 4 Internal Pockets, 3 External Pockets 8 Individual Main Compartments for each cube 1 Main Compartment, 3 External Pockets, 1 Internal Pocket Available Colors Black, Gray, Navy Blue, Sky Blue, Red Black, Gray, Navy Blue, Sky Blue, Red, Orange Light Grey, Dark Grey, Navy Blue Black, Dark Grey, English Blue, Orange Black, Gray, Navy Blue, Sky Blue, Red",B07YFNSYSJ,Stoned Walls
https://www.amazon.in/GOCART-LOGO-Backpack-Briefcase-Convertible/dp/B0822H451W/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&sprefix=ba%2Caps%2C283&sr=8-62,GOCART WITH G LOGO Laptop Backpack Casual Daypacks Briefcase Convertible Business Travel Rucksack with USB Charging Port Large College School Bookbag Computer Laptop Bag,"₹1,299",4.1,840,"GOCART WITH G LOGO Laptop Backpack with USB Charging Port Water Resistant Travel School Backpack Business Laptop Bag FEATURES : Compact and lightweight travel backpack can be easily placed under the airline seat.Slim laptop backpack with spacious room to keep everything organized and easy to findPadded back and straps make the business backpack comfortable to wear.Separated laptop compartment make it is easy to take out the laptop when going through airport securityPerfect for Daily commuters,student, college students and all types of travelersPerfect gift for lovers, families, friends. USAGES This multifunctional convertible laptop briefcase backpack features a top carry handle, a side carry handle and two hidden adjustable shoulder straps to offer different use The shoulder straps can be put into the hidden back pocket, you can convert it to backpack or work briefcase without a strap for men and teens Perfect forSuitable for a variety of Situations For School-Suitable for all school bookbag, book bags, student backpack, collage backpack, high school backpack, middle school backpack and suitable for boys and girls For Business-Suitable for business backpack, casual backpack, computer backpack, office backpack, notebook backpack, usb backpack, water resistant backpack, laptop backpack For Outdoor-Suitable for hiking backpack, camping backpack, climbing backpack, traveling backpack, cycling backpack or outdoor activities backpack",B0822H451W,GOCART WITH G LOGO
https://www.amazon.in/Hammonds-Flycatcher-Messenger-Compartment-LB106BR/dp/B07P2TQH78/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&smid=A43ILAQ271414&sprefix=ba%2Caps%2C283&sr=8-63,Hammonds Flycatcher Original Bombay Brown Leather Laptop Messenger Bag for Laptop/MacBook up to 15.6 inch|Padded Laptop Compartment|Office Bag,"₹2,301",4.3,"3,740","Full Grain Leather The Hammonds Flycatcher messenger bag is created out of genuine full-grain leather which gets better with time. Moreover, offers a gentle appearance to the bag to match your gentle look. Padded Compartment This bag has a capacious padded compartment with a zip closure to keep your laptop safe. Additionally, it has dedicated pouches to store items like pens, mobile, etc. Precisely Designed This product is designed with high quality thread & material by a team of skilled artisans making it apt for office, university, meetings, and business travels. Read more Convenient Handgrip & Strap For carrying the bag easily, there are padded & strong handles & a strap that can carry the weight while providing you with comfort. Smooth Sliders It prevents your belongings from falling out. To give you better ease these sliders open and close smoothly. Metallic Accessories All the hardware such as dog hooks & dee, closure, etc. of the bag is of heavy-duty metal that is durable enough for regular use. Read more Read more Read more",B07P2TQH78,Hindustan Foam
https://www.amazon.in/SEMITO-Waterproof-Notebook-Handbags-Computer/dp/B08S3STK3R/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&sprefix=ba%2Caps%2C283&sr=8-64,SEMITO Waterproof Laptop Handbag Notebook Bags Men Women Handbags Canvas Computer Bags Laptop Bags 13 14 15 inch Travel Shoulder Bags,₹799,4.0,9,"When it comes to choosing accessories for your work or business, you don’t compromise at all. And that’s why you need the Waterproof Laptop Handbag by Semito that adds more convenience and productivity to your life. With this bag by your side, you can organize a large number of things with unmatched ease. You can also bring use it for multiple purposes and carry assorted items in a feasible fashion. Read more Multiple Compartments The bag has 2 front pockets with zippered closure, 2 pen pockets, and 2 non-zippered pockets to keep plenty of stuff that you need in your work. Highly Spacious The bag can accommodate a laptop of 11.6inch, 12inch, 13.3inch, 14inch, 15inch, 15.6inch along with along with other accessories like mouse, pen, book, and much more. Excellent Quality The bag is made with high-quality material that delivers great results to you. It helps you many things to your work and becomes a reliable mate for travel too. Read more Read more Read more",B08S3STK3R,‎SEMITO
https://www.amazon.in/Northzone-Storage-Trending-Backpack-School/dp/B08FMSRJCL/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&sprefix=ba%2Caps%2C283&sr=8-65,"Northzone Men's and Women's Stylish Lightweight Casual Travel Laptop Bag for School, College, Office (Navy Blue)",₹569,4.3,47,NA,B08FMSRJCL,NA
https://www.amazon.in/Bennett-Mystic-Shoulder-Messenger-Repellent/dp/B08X2T2M8G/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-66,"Bennett Mystic 15.6 inch(39.6cm) Laptop Shoulder Messenger Sling Office Bag, Water Repellent Fabric for Men and Women (Blue)",₹499,4.1,"2,527",NA,B08X2T2M8G,"‎Texcoco Enterprises, 9958166528, Texcoco Enterprises, 9958166528"
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&sprefix=ba%2Caps%2C283&sr=8-67,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,"₹1,171",4.2,477,NA,B098QFF5TJ,Wesley
https://www.amazon.in/Baggit-Womens-Sling-Atlantic-Blue/dp/B09F3R31R2/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1658679611&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=8-68,Baggit Women's Sling Bag,₹499,3.6,104,NA,B09F3R31R2,Baggit India Pvt Ltd.
https://www.amazon.in/Baggit-2121619-Womens-Western-Pink/dp/B09929PM71/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=8-67,Baggit Women's Sling Bag,₹709,4.2,97,NA,B09929PM71,Baggit India Pvt Ltd.
https://www.amazon.in/Sketchfab-Waterproof-Backpack-Children-Lightweight/dp/B09X33JVQ7/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&sprefix=ba%2Caps%2C283&sr=8-68,Sketchfab 35 L Casual Waterproof Laptop Bag Grey Laptop/College/School/Office Travel Backpack Unisex Women Men Boys Girls Children Daypack Book Sports Weekend Lightweight Bags for Stylish and Office - Grey,₹549,3.6,45,"Read more 𝐋𝐀𝐑𝐆𝐄 𝐂𝐀𝐏𝐀𝐂𝐈𝐓𝐘 The stylish bag by Sketchfab is made with high quality and inner material from silk which makes the bag long lasting. It is designed very attractively which never goes out of style. 𝐒𝐓𝐑𝐔𝐂𝐓𝐔𝐑𝐄 One Main Compartment One central zippered pocket, one interior zippered pocket, one cell phone pocket, one zippered paper napkin pocket, enough capacity to keep your daily items organized. Bag Size FIT FOR ALL OCCASIONS Removable and adjustable long shoulder strap. High-quality bags, reinforced shoulder strap, and improved zipper quality. bags are shockproof and wear-resistant. This casual bag has Wide, Padded and Adjustable shoulder straps for comfort in carrying heavy items. Read more 𝐔𝐧𝐢𝐬𝐞𝐱 𝐍𝐲𝐥𝐨𝐧 𝟑𝟓 𝐋 𝐓𝐫𝐚𝐯𝐞𝐥 𝐋𝐚𝐩𝐭𝐨𝐩 𝐁𝐚𝐜𝐤𝐩𝐚𝐜𝐤 These backpack by Sketchfab is ergonomically designed for all ages, genders and purposes. Made of PU polyester material, this bag is ideal for use as a college bag, casual backpack, laptop bag or a work bag. 𝐂𝐨𝐦𝐟𝐨𝐫𝐭 𝐒𝐭𝐫𝐚𝐩𝐬 The padded base, back and shoulder straps provide comfort and support for carrying heavy items for a long duration. 𝐒𝐩𝐞𝐜𝐢𝐚𝐥 𝐅𝐞𝐚𝐭𝐮𝐫𝐞𝐬 Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap. 𝐒𝐭𝐲𝐥𝐞 𝐚𝐧𝐝 𝐒𝐮𝐛𝐬𝐭𝐚𝐧𝐜𝐞: The Blue color undertones gives a neutral look and an advantage over excess dust collection. 3 main and an extra compartment provides ample storage space for accessories, electronics, notebooks and stationery. Also comes with bottle mesh pockets on either sides. Read more Read more",B09X33JVQ7,NA
https://www.amazon.in/ADISA-SL5022-black-women-girls/dp/B07NPXWFXX/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&sprefix=ba%2Caps%2C283&sr=8-69,ADISA Women's & Girls' Sling Bag,₹399,4.1,"2,251","Magnetic-closure sling bag with padded V-shaped stitching on the flap outlined with a gold metal fitting. The sling belt is a combination of PU and gold chain. Inside, it has 2 compartment divided by a zipper pocket. A classy and stylish sling perfect for parties and clubbing, or for casual daily use. ADISA Women and Girls Party Sling Bag This sling bag from the house of ADISA is made from synthetic PU material. This sling is perfectly sized to store your belongings and essentials. Its spacious enough to store all your essentials with ease. The bag has all gold fittings which add to the styling of the bag. Read more Highlights Stylish V-quilted Front The front is styled with V-quilting and a gold frame fitting which gives it a blingy look perfect for parties. Compartment and Pocket 2 compartments are divided with 1 zipper pocket providing space to your essentials and security to your cards and cash. Long Sling Belt The sling belt is long enough made of gold and PU which looks so stylish. It can be used as cross-body bag Read more Available in 3 colors Read more",B07NPXWFXX,ADISA
https://www.amazon.in/ADISA-Womens-Girls-Crossbody-SL5099-BLA_Black/dp/B0B1XPC885/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&sprefix=ba%2Caps%2C283&sr=8-70,ADISA Women's Girls Party Sling Bag Crossbody,₹370,4.4,24,NA,B0B1XPC885,ADISA
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&sprefix=ba%2Caps%2C283&sr=8-71,Lenovo Slim Everyday Backpack,₹729,4.4,"1,645",NA,B08R7RPVJF,Lenovo
https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF9VHTY/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-72,Genie Flamenco2 Casual Backpacks for Women,₹649,4.5,755,Read more Read more Read more Read more Read more,B08YF9VHTY,Safari
https://www.amazon.in/Purple-Tree-Canvas-Tote-Women/dp/B07PDYTXD7/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&sprefix=ba%2Caps%2C283&sr=8-73,"The Purple Tree Canvas Tote Bag For Women - 1 Pc , women tote bag , canvas tote bag , printed tote bag , printed canvas tote bag , stylish bags for women TBAG00422",₹349,4.3,286,NA,B07PDYTXD7,the purple tree
https://www.amazon.in/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&smid=A1NO7NQ7CMFIEG&sprefix=ba%2Caps%2C283&sr=8-74,"Golden Wolf Laptop Bag,Business Anti Theft Backpack with Lock,Water Resistant College School Laptop Backpack with Rain Cover and USB Charging Port Earphone Port,Backpack Gifts for 15.6 inch Laptop 25 L Travel Bag For Women & Men,Dark Grey","₹1,756",4.4,"2,448","Features Don't worry about forgetting your password Please reset the password of the backpack and remember the new password. If you forget the password or have any problem, please send internal information on Amazon to us and will help you to solve the problem. How to change the password: 1.open the lock. 2.Long press the button while changing the password to the desired one. 3.please remember the new password! Versatile backpack 1.USB charging port and earphone port. 2.Portable rain cover. 3.Anti-theft combination lock. Trolley Back Strap Easy to carry when traveling, freeing your shoulders. Read more Features Reflective Strip Design Cards Pocket & Sunglass Holder Durable & Comfortable Straps Read more AH Arctic Hunter Laptop Backpack, fits up to 15.6 inches Laptop, Water Resistant AH Arctic Hunter 3 in 1 Adjustable 40L Laptop Backpack Fits up to 17 inches AH Arctic Hunter Slim Laptop Backpack Fit 15.6 inch Business Travel Computer Bag AH Arctic Hunter Armored Gaming Laptop Bag, Semi-Hard and Anti-Theft Backpack Ah Arctic Hunter 3 in 1 35L Laptop Backpack along with Usb Charging Port AH Arctic Hunter 24L Business travel Laptop Backpack Anti Theft Laptops Backpack Material ‎Polyester, Metal ‎Polyester, Metal, Fabric ‎Polyester, Curve, Faux leather Nylon, Fabric Polyester, Polyurethane, Metal, Fabric ‎Polyester, Nylon, Fabric Item Dimensions 31*17*50 CM 35*15*48 CM 31*16*46 CM 29*15*44 CM 30*15*43 CM 32*16*47 CM Item Weight 900 G 1500 G 1340 G 1600 G 1500 G 2240 G Fit Laptop Size 15.6 inches 17 inches 15.6 inches 15.6 inches 15.6 inches 15.6 inches Water Resistant ✓ ✓ ✓ ✓ ✓ ✓",B08HM4TQZZ,‎ah arctic hunter
https://www.amazon.in/Leatherette-Executive-messenger-multiple-compartments/dp/B099NM8621/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&smid=AE2F1YGE1DB7K&sprefix=ba%2Caps%2C283&sr=8-77,"ZIPLINE Synthetic Leather Executive SMALL messenger bag for upto 13"" Laptop/Tablet for men women with multiple compartments (1-Tan Bag)",₹827,4.0,213,NA,B099NM8621,"Atulitu Agency, ,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070)"
https://www.amazon.in/Storite-Leather-Sling-Bag-30x24x5-5cm/dp/B091CL7VRZ/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&smid=A3FPNGXJ2Z95CC&sprefix=ba%2Caps%2C283&sr=8-78,Storite Stylish PU Leather Sling Cross Body Travel Office Business Messenger One Side Shoulder Bag for Men Women(30cmx5.5cmx24cm) (Coffee Brown),₹799,4.0,589,"Storite Stylish PU Leather Sling Cross Body Travel Office Business Messenger One Side Shoulder Bag for Men Women (30x5.5x24 cm) (Coffee Brown) Brand: StoriteProduct Material: PU LeatherProduct Dimension(L x W x H): 30x24x5.5 cmProduct Type: Cross body messenger travelProduct description:Perfect messenger bag/shoulder bag/cross body bag/handbag/ hiking or travelling Bag, suitable for office, school, outdoor, business and other occasions.Freely adjustable shoulder strap, you can adjust it according to your height and comfort requirements.The stitching on this product is nice and very strong. Product Dimensions: 30 x 5.5 x 24cm & Belt Length : 150cm Lightweight cross-body design Messenger Bag Dimensions – Length- 24cm , Width - 5.5cm, Height - 30cm.PU Leather Great for traveling, Office, College and sports.Make yourself more stylish with smart sling bags from Fantasy.Disclaimer: To analyse the size accurately, kindly read the dimension and check with any scale available to you before placing order.(Please Note : This bag is Small size Please Check Dimension Before Placing Order) Read more Perfect For Tablet : Sling bag small capacity but perfectly fits up to 10"" Tablet, you can use it as a business bag to put all your small AccessoryIt has enough pockets and capacity to organize your basic survival gear, as well as to conveniently carry the stuff you have to access regularly like tablet and mobile phone .It must be the ideal gift for Birthday, Thanksgiving, Christmas, anniversary. Read more Multiple Compartments 1 Main Pocket1 Front Side Zipper Pocket1 Padded Pocket for Tablet1 Rear Side Pocket Enough Space It has enough pockets and capacity to organised your basic survival gear, as well as to conveniently carry the stuff you have to access regularly like Tablet.Wash it with clean water in ordinary temperature.Do Not wash it with hot water and alkaline detergent. Multi functional Bag Our Pu Leather sling bags provide style and maximize comfort without sacrificing quality.The sling bag has one compartment which can hold a mobile phone, wallet, Tablet office, travel and other daily things. Read more Canvas Sling bag Brown -Leather Strip PU Leather Sling Bag Flap Dark Brown PU Leather Sling Bag Black Patch CBrown PU Leather Mini Sling Bag Brown Material Canvas PU Leather PU Leather PU Leather Belt Length 142 CM 132 CM 155 CM 145 CM Dimensions 22x10.5x24.5 CM 20x8.5x25 CM 18x6x25.5 CM 20.5x9x16.5 CM Pocket 5 5 4 4",B091CL7VRZ,SaiTech IT Private Limited
https://www.amazon.in/Parvenir-Office-Laptop-Briefcase-Parv-108P/dp/B08TT7PXHJ/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&sprefix=ba%2Caps%2C283&sr=8-79,Parvenir Office Laptop Bags Briefcase 39.62cm (15.6 Inch) for Women and Men (Pink) (Parv-108P),₹549,5.0,1,NA,B08TT7PXHJ,"‎Krishna Enterprises, css.parvenir@gmail.com"
https://www.amazon.in/Wildcraft-Ltrs-orange-Rucksack-8903338073864/dp/B01G5I8YLC/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&sprefix=ba%2Caps%2C283&sr=8-80,"Wildcraft 45 Ltrs Grey and Orange Rucksack (8903338073864), Large","₹1,728",4.3,"7,619",NA,B01G5I8YLC,Wildcraft
https://www.amazon.in/Caprese-Yondella-Womens-Sling-Black/dp/B07HCWLV57/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&sprefix=ba%2Caps%2C283&sr=8-81,Caprese Women's Sling bag,"₹1,275",4.1,383,NA,B07HCWLV57,VIP Industries Ltd
https://www.amazon.in/Baggit-JCEY-M/dp/B09P43KTRT/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=8-82,Baggit Women Saddle Handbag (BLACK),₹582,4.1,18,NA,B09P43KTRT,Baggit India Pvt Ltd
https://www.amazon.in/Cosmus-Bristol-Elegant-Laptop-MacBook/dp/B07DCSMVMH/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&sprefix=ba%2Caps%2C283&sr=8-83,Cosmus Bristol Elegant Blue Laptop Bag for 13 inches MacBook,₹724,4.7,3,NA,B07DCSMVMH,Cosmus
https://www.amazon.in/Wesley-Briefcase-Professional-Messenger-Resistant/dp/B08K7PN23C/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1658679613&sprefix=ba%2Caps%2C283&sr=8-84,Wesley Office Laptop Bag Briefcase Notebook Professional Business 15.6 Inch Briefcase Messenger Sling College Bag Water Resistant Laptop Bag Tablet Business Carrying Handbag for Women and Men… (Grey),₹423,4.3,"4,024",NA,B08K7PN23C,"‎Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039"
https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1658679615&smid=A2GTG1HPYW8M2P&sprefix=ba%2Caps%2C283&sr=8-83,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),₹207,3.7,"2,433","Whether Your Toddler or Kid Is Heading Off To School Or Going On Their First Big Adventure, Your Little One Will Love Carrying Their Very Own Backpack. Features Include Roomy Main Zipper Pocket, Handle, Adjustable Shoulder Straps. Perfect For Preschool, Daycare, Hiking And Day Trips. A Perfect Backpack For Toddlers Headed To Preschool Or Daycare. Read more It has a roomy compartment. The toddler bag has one small front pocket and the main compartment. You can put some small children's things in it, like Books, small books, pens, etc. Super cute pattern and design will make your small preschool or grade school children excited to head off to school with this bookbag! Also ideal for going to the zoo, playing at the park, traveling and any other outdoor activities. Read more Compact and Lightweight Fashionable, light-weight, soft and colorful. Perfect gift for baby toddler children. This cute Elephant casual shoulder bag is made of soft plush material. The zipper of this bag is so it is durable. The zips glide easily and have a good-sized grip part that is easy for little fingers to use. Read more Comfortable for Kids The toddler backpack features a friendly Cartoon Face, top hanging loop, crafted details and a fun, matching zipper pull that’s designed for little hands. Adjustable and Breathable Back Straps The toddler backpack features with two adjustable shoulder straps and a top handle fit small children of all ages, and allows you to comfortably and easily adjust this backpack to fit boys and girls of different sizes Perfect Gift for Children This eye catching cool design Fashionable, light-weight, soft and colorful. Perfect gift for baby toddler children Read more",B07QD1M3R9,Rushi Enterprise
https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1658679615&sprefix=ba%2Caps%2C283&sr=8-84,Gear Carryon Backpack Black- Blue (BKPCARYON0110),₹189,3.7,"4,643",NA,B019HA8AYG,Gear Merchandise PVT LTD
https://www.amazon.in/Essential-Laptop-Backpack-Chromebook-2P7U6P3/dp/B0B6SN7DQ9/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1658679615&sprefix=ba%2Caps%2C283&sr=8-85,HP Evon Essential Series Black Laptop Backpack for Upto 15.6 Inch (39.6 cm) Laptop/Chromebook/Mac (Black) (2P7U6P3),₹999,NA,NA,NA,B0B6SN7DQ9,NA
https://www.amazon.in/SHW-SOLAR-COMPARTMENT-ADJUSTABLE-COMPARTMENTS/dp/B09NFSC3RP/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1658679615&sprefix=ba%2Caps%2C283&sr=8-86,"SHW SOLAR BLACK LAPTOP BAG WITH PADDED LAPTOP COMPARTMENT SUITABLE FOR 15.6"" LAPTOP II ADJUSTABLE STRAPSII WATER BOTTLE POCKETII TWO COMPARTMENTS",₹349,3.8,63,NA,B09NFSC3RP,NA
https://www.amazon.in/HEROZ-Backpack-Resistant-Notebook-Airforce/dp/B07MCRHSVP/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1658679615&sprefix=ba%2Caps%2C283&sr=8-87,HEROZ Harbour Unisex Nylon 28 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 15.6 Inch Laptop Notebook (153-ALL) (Air Force Blue),₹790,4.1,"5,897",NA,B07MCRHSVP,‎A. H. Creation
https://www.amazon.in/AFN-FASHION-Casual-bagpack-Backpack/dp/B081X69ZL7/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1658679615&sprefix=ba%2Caps%2C283&sr=8-88,Afn Fashion 45 Ltrs Casual backpack/ office/ School Bag/Laptop Backpack for (15.6 inch) Blue,₹799,4.0,"1,273",NA,B081X69ZL7,AFN FASHION
https://www.amazon.in/Hyper-Adam-Rucksack-Backpack-Trekking/dp/B07PJCH3VZ/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1658679615&smid=A1EX79XG5O2VE5&sprefix=ba%2Caps%2C283&sr=8-89,Hyper Adam 65 LTR Rucksack Travel Backpack for Outdoor Sport Hiking Trekking Bag Camping Rucksack,₹999,4.2,"3,355","HIKING BAG WITH LARGE CAPACITY The 65 liter capacity is spacious and can accommodate your hiking gear and belongings with ease. The broad, adjustable straps distribute the weight evenly on your shoulders which allow for a comfortable trekking experience. The front compartments can be used to store your essentials which facilitate easy access. EASY TO CARRY AND USE This bag has a large shoe compartment for your shoes that helps you in efficiently access of your items without any hurdle. The water-resistant polyester fabric protects your belongings from adverse weather conditions while you are trekking or hiking. SHOE COMPARTMENT WATER RESISTANT SPACIOUS CAPACITY POLYESTER MATERIAL ADJUSTABLE STRAP & MESH POCKET CLOSING CAP TREKKING HIKING RUCKSACK Read more KEY FEATURES OTHER SPECIFICATIONS EASY TO CARRY AND USE RUCKSACK This rucksack is a perfect travel essential for hiking, climbing, biking, and camping. Sufficient small and large pockets in this rucksack can easily hold all your hiking and travel gears. DETAILS This rucksack comes with a separate mesh pocket to store your bottle securely while you are trekking or hiking.This ergonomically designed rucksack comes with broad adjustable straps which evenly distributes the weight on both your shoulders. SIDE AND PACK The rucksack is made from polyester fabric, which provides strengthen and long-lasting performance.Easy to open the zip with long string runner. DIMENSIONS This polyester rucksack has a spacious capacity of 55 liters which lets you store all your trekking gear in an organized manner.This rucksack bag offers a carrying capacity of 65 litres. This lightweight bag weighs only 860 gram. Read more HYPER ADAM HYPER ADAM is all about our Vision, we design and produce quality lifestyle bags that becomes your life companion in every walk of your life. These lifestyle Bags not only offers style but also unique functions and features that will certainly set you apart from the crowd. This Hiking bag is comfortable and easy to carry, ultra-light and durable with large capacity to meet the different requirements of both men and women. Read more",B07PJCH3VZ,Hyper Adam
